DE;CODDIST;DISTR;CATEG;TIPOESC;CODESCMEC;NOMESC;;ENDESC;NUMESC;COMPLEND;BAIESC;CODCEP;COMPCEP;CEP;CAIXAPOSTA;CEPPOSTAL;DDD;FONE1;FONE1;FONE2;FONE2;FAX;EMAIL;FAX;email;SETOR
SUL 3;30;GRAJAU;1;08;35925172;LOTEAMENTO DAS GAIVOTAS III;Loteamento Das Gaivotas Iii;AV SAO PAULO;SN;;CHACARA GAIVOTAS;04849;308;04849-308;;;011;59334973;+55 11 5933-4973;59334713;+55 11 5933-4713;;E925172A@EDUCACAO.SP.GOV.BR;;e925172a@educacao.sp.gov.br;13
SUL 3;30;GRAJAU;1;08;35925354;JARDIM SANTA FE II;Jardim Santa Fe Ii;R HIERAPOLIS;248;;JARDIM SANTA FE (ZONA SUL);04859;090;04859-090;;;011;59382445;+55 11 5938-2445;59382446;+55 11 5938-2446;;E925354A@EDUCACAO.SP.GOV.BR;;e925354a@educacao.sp.gov.br;04
SUL 3;30;GRAJAU;1;08;35925366;HILDA FERRAZ KFOURI PROFESSORA;Hilda Ferraz Kfouri Professora;R CANCAO DA TERRA;112;;JARDIM SAO BERNARDO;04844;560;04844-560;;;011;59393581;+55 11 5939-3581;;;59398078;E925366A@EDUCACAO.SP.GOV.BR;+55 11 5939-8078;e925366a@educacao.sp.gov.br;04
SUL 3;55;PARELHEIROS;1;08;35005307;PAULINO NUNES ESPOSO;Paulino Nunes Esposo;AV SADAMU INOUE;365;;JARDIM CASA GRANDE;04865;005;04865-005;;;011;59792515;+55 11 5979-2515;;;59792356;E005307A@EDUCACAO.SP.GOV.BR;+55 11 5979-2356;e005307a@educacao.sp.gov.br;02
SUL 3;55;PARELHEIROS;1;08;35037588;CANDIDO DE OLIVEIRA PROF;Candido De Oliveira Prof;R LUIZ PINELLI;29;;JARDIM ALADIM;04883;200;04883-200;;;011;59208668;+55 11 5920-8668;59202732;+55 11 5920-2732;59208668;E037588A@EDUCACAO.SP.GOV.BR;+55 11 5920-8668;e037588a@educacao.sp.gov.br;05
SUL 3;55;PARELHEIROS;1;08;35041798;ERODICE PONTES DE QUEIROZ REV;Erodice Pontes De Queiroz Rev;AV. PROFESSOR HERMOGENES DE FREITAS LEITAO FILHO;1500;;CASA GRANDE;04865;000;04865-000;;;011;59796959;+55 11 5979-6959;;;59796785;E041798A@EDUCACAO.SP.GOV.BR;+55 11 5979-6785;e041798a@educacao.sp.gov.br;04
SUL 3;55;PARELHEIROS;1;08;35043936;MARIO LOPES LEAO DR;Mario Lopes Leao Dr;R JOSE MENDES NETTO;57;;JARDIM DOS ALAMOS;04883;270;04883-270;;;011;59208629;+55 11 5920-8629;;;59202745;E043936A@EDUCACAO.SP.GOV.BR;+55 11 5920-2745;e043936a@educacao.sp.gov.br;05
SUL 3;55;PARELHEIROS;1;08;35044404;DAVID ZEIGER;David Zeiger;R SATELITE JAPETUS;30;;JARDIM MARIA AMALIA;04858;520;04858-520;;;011;55273555;+55 11 5527-3555;55273510;+55 11 5527-3510;55273555;E044404A@EDUCACAO.SP.GOV.BR;+55 11 5527-3555;e044404a@educacao.sp.gov.br;02
SUL 3;55;PARELHEIROS;1;08;35044465;ANTONIO PEREIRA LIMA DR;Antonio Pereira Lima Dr;R DO JUSA;1414;;PARELHEIROS;04889;000;04889-000;;;011;59208952;+55 11 5920-8952;59202516;+55 11 5920-2516;59202516;E044465A@EDUCACAO.SP.GOV.BR;+55 11 5920-2516;e044465a@educacao.sp.gov.br;05
SUL 3;55;PARELHEIROS;1;10;35103100;KRUKUTU;Krukutu;ESTRADA GRANJA SAIKI;1693;;BARRAGEM;04895;000;04895-000;;;011;59770025;+55 11 5977-0025;;;;E103100A@EDUCACAO.SP.GOV.BR;;e103100a@educacao.sp.gov.br;13
SUL 3;79;SOCORRO;1;08;35005356;DUARTE LEOPOLDO E SILVA DOM;Duarte Leopoldo E Silva Dom;AV DE PINEDO;577;;SOCORRO;04764;001;04764-001;;;011;55221861;+55 11 5522-1861;56854311;+55 11 5685-4311;;E005356A@EDUCACAO.SP.GOV.BR;;e005356a@educacao.sp.gov.br;01
SUL 1;22;CIDADE ADEMAR;1;08;35910326;JOSE BAPTISTA RIOS CASTELLOES PROFESSOR;Jose Baptista Rios Castelloes Professor;R ITATA;195;PREDIO;VILA ERNA;04404;080;04404-080;;;011;55628520;+55 11 5562-8520;56787182;+55 11 5678-7182;55628520;E910326A@EDUCACAO.SP.GOV.BR;+55 11 5562-8520;e910326a@educacao.sp.gov.br;03
SUL 1;38;JABAQUARA;1;08;35004583;LAIS AMARAL VICENTE PROFESSORA;Lais Amaral Vicente Professora;R TAQUACETUBA;214;;JARDIM ORIENTAL;04349;210;04349-210;;;011;50112648;+55 11 5011-2648;50112797;+55 11 5011-2797;50112797;E004583A@EDUCACAO.SP.GOV.BR;+55 11 5011-2797;e004583a@educacao.sp.gov.br;02
SUL 1;38;JABAQUARA;1;08;35004736;JOAO AMOS COMENIUS;Joao Amos Comenius;AV ESTEVAO MENDONCA;439;;VILA SANTA CATARINA;04372;050;04372-050;;;011;55632355;+55 11 5563-2355;56772218;+55 11 5677-2218;55632355;E004736A@EDUCACAO.SP.GOV.BR;+55 11 5563-2355;e004736a@educacao.sp.gov.br;01
SUL 1;38;JABAQUARA;1;08;35004807;DOMINGOS QUIRINO FERREIRA CORONEL;Domingos Quirino Ferreira Coronel;AV DO CAFE;681;;VILA GUARANI (Z SUL);04311;001;04311-001;;;011;55833643;+55 11 5583-3643;;;22753243;E004807A@EDUCACAO.SP.GOV.BR;+55 11 2275-3243;e004807a@educacao.sp.gov.br;03
SUL 3;23;CIDADE DUTRA;1;08;35035661;PERILLIER MADEMOISELLE;Perillier Mademoiselle;R CAROLINA MICHAELIS;138;;JARDIM DAS IMBUIAS;04829;170;04829-170;;;011;59281087;+55 11 5928-1087;;;59722164;E035661A@EDUCACAO.SP.GOV.BR;+55 11 5972-2164;e035661a@educacao.sp.gov.br;07
SUL 3;23;CIDADE DUTRA;1;08;35037394;FRANCISCO JOAO DE AZEVEDO PADRE;Francisco Joao De Azevedo Padre;RUA ALCINDO FERREIRA;2;;JARDIM CRUZEIRO;04803;170;04803-170;;;011;56668956;+55 11 5666-8956;56667820;+55 11 5666-7820;;E037394A@EDUCACAO.SP.GOV.BR;;e037394a@educacao.sp.gov.br;02
SUL 3;23;CIDADE DUTRA;1;08;35048732;HOMERO VAZ DO AMARAL;Homero Vaz Do Amaral;R BREST;2;;JARDIM KIOTO;04832;060;04832-060;;;011;59285848;+55 11 5928-5848;;;59280867;E048732A@EDUCACAO.SP.GOV.BR;+55 11 5928-0867;e048732a@educacao.sp.gov.br;08
SUL 3;23;CIDADE DUTRA;1;08;35923679;CLARICE SEIKO IKEDA CHAGAS;Clarice Seiko Ikeda Chagas;AV PAULO COSTA RIBEIRO BASTOS;1051;;JARDIM GUANHEMBU;04814;720;04814-720;;;011;56618167;+55 11 5661-8167;;;;E923679A@EDUCACAO.SP.GOV.BR;;e923679a@educacao.sp.gov.br;05
SUL 3;30;GRAJAU;1;08;35005393;JUVENTINA MARCONDES DOMINGUES DE CASTRO PROFA;Juventina Marcondes Domingues De Castro Profa;R HENRIQUE MUZZIO;233;;JARDIM VARGINHA;04857;040;04857-040;;;011;55269685;+55 11 5526-9685;55268354;+55 11 5526-8354;;E005393A@EDUCACAO.SP.GOV.BR;;e005393a@educacao.sp.gov.br;15
SUL 3;30;GRAJAU;1;08;35005423;CLARINA AMARAL GURGEL PROFA;Clarina Amaral Gurgel Profa;PC IRARA BRANCA;SN;;JARDIM SHANGRILA (ZONA SUL);04852;006;04852-006;;;011;55281877;+55 11 5528-1877;55285473;+55 11 5528-5473;55285473;E005423A@EDUCACAO.SP.GOV.BR;+55 11 5528-5473;e005423a@educacao.sp.gov.br;08
SUL 3;30;GRAJAU;1;08;35037412;VICENTE DE PAULO DALE COUTINHO GAL EXE;Vicente De Paulo Dale Coutinho Gal Exe;R GIOVANNI GABRIELI;712;;JARDIM ICARAI;04844;200;04844-200;;;011;59280791;+55 11 5928-0791;;;59724732;E037412A@EDUCACAO.SP.GOV.BR;+55 11 5972-4732;e037412a@educacao.sp.gov.br;03
SUL 3;30;GRAJAU;1;08;35039159;ROBERTO MANGE;Roberto Mange;AVENIDA CARLOS ALBERTO BASTOS MACHADO;50;;JARDIM MYRNA;04856;080;04856-080;;;011;55262799;+55 11 5526-2799;55262350;+55 11 5526-2350;;E039159A@EDUCACAO.SP.GOV.BR;;e039159a@educacao.sp.gov.br;05
SUL 3;30;GRAJAU;1;08;35924805;LOTEAMENTO DAS GAIVOTAS I;Loteamento Das Gaivotas I;AV SAO PAULO;SN;;CHACARA GAIVOTAS;04849;308;04849-308;;;011;59334355;+55 11 5933-4355;59334787;+55 11 5933-4787;;E924805A@EDUCACAO.SP.GOV.BR;;e924805a@educacao.sp.gov.br;13
SUL 3;55;PARELHEIROS;1;08;35005320;PRISCILIANA DUARTE DE ALMEIDA DONA;Prisciliana Duarte De Almeida Dona;AV SADAMU INOUE;6820;;PARELHEIROS;04865;005;04865-005;;;011;59208498;+55 11 5920-8498;;;;E005320A@EDUCACAO.SP.GOV.BR;;e005320a@educacao.sp.gov.br;07
SUL 3;55;PARELHEIROS;1;08;35916812;BELKICE MANHAES REIS PROFESSORA;Belkice Manhaes Reis Professora;R JANE VANINE CAPOZI;SN;;CIDADE NOVA AMERICA;04897;340;04897-340;;;011;59784158;+55 11 5978-4158;59784480;+55 11 5978-4480;59784158;E916812A@EDUCACAO.SP.GOV.BR;+55 11 5978-4158;e916812a@educacao.sp.gov.br;12
SUL 3;55;PARELHEIROS;1;10;35925135;INDIGENA GUARANI GWYRA PEPO;Indigena Guarani Gwyra Pepo;EST JOAO LANG;153;;CIPO DO MEIO;04895;070;04895-070;;;011;59784545;+55 11 5978-4545;59784800;+55 11 5978-4800;;E925135A@EDUCACAO.SP.GOV.BR;;e925135a@educacao.sp.gov.br;13
NORTE 1;11;BRASILANDIA;1;08;35910995;OLINDA LEITE SINISGALLI PROFESSORA;Olinda Leite Sinisgalli Professora;R EMILIO KEMP;126;;JARDIM ALMANARA;02865;000;02865-000;;;011;38511837;+55 11 3851-1837;39835400;+55 11 3983-5400;;E910995A@EDUCACAO.SP.GOV.BR;;e910995a@educacao.sp.gov.br;07
NORTE 1;11;BRASILANDIA;1;08;35924751;LUIZA SALETTE JUNCA DE ALMEIDA PROFESSORA;Luiza Salette Junca De Almeida Professora;AVENIDA DEPUTADO CANTIDIO SAMPAIO;1701;;VILA SOUZA;02860;001;02860-001;;;011;39829400;+55 11 3982-9400;;;;E924751A@EDUCACAO.SP.GOV.BR;;e924751a@educacao.sp.gov.br;06
NORTE 1;11;BRASILANDIA;1;08;35925861;VILA PENTEADO II;Vila Penteado Ii;AVENIDA DEPUTADO CANTIDIO SAMPAIO;1701;;VILA SOUZA;02860;001;02860-001;;;011;39849086;+55 11 3984-9086;39849085;+55 11 3984-9085;;E925861A@EDUCACAO.SP.GOV.BR;;e925861a@educacao.sp.gov.br;06
NORTE 1;29;FREGUESIA DO O;1;08;35000346;MANOEL DA NOBREGA PADRE;Manoel Da Nobrega Padre;AV ITABERABA;145;;NOSSA SENHORA DO O;02734;000;02734-000;;;011;39312564;+55 11 3931-2564;39329108;+55 11 3932-9108;;E000346A@EDUCACAO.SP.GOV.BR;;e000346a@educacao.sp.gov.br;09
NORTE 1;29;FREGUESIA DO O;1;08;35040460;OSMAR BASTOS CONCEICAO PROFESSOR;Osmar Bastos Conceicao Professor;R PINHEIRO DE FARIA;40;;JARDIM MARISTELA;02806;040;02806-040;;;011;39751500;+55 11 3975-1500;39913744;+55 11 3991-3744;;E040460A@EDUCACAO.SP.GOV.BR;;e040460a@educacao.sp.gov.br;01
NORTE 1;40;JAGUARA;1;08;35000164;PIO TELLES PEIXOTO PROFESSOR;Pio Telles Peixoto Professor;R ARTUR ORLANDO;985;;VILA JAGUARA;05118;000;05118-000;;;011;36251933;+55 11 3625-1933;36225997;+55 11 3622-5997;;E000164A@EDUCACAO.SP.GOV.BR;;e000164a@educacao.sp.gov.br;01
NORTE 1;40;JAGUARA;1;08;35000188;ANTONIO CANDIDO CORREA GUIMARAES FILHO PROFESSOR;Antonio Candido Correa Guimaraes Filho Professor;AV MUTINGA;5071;;VILA PIAUI;05110;000;05110-000;;;011;36214575;+55 11 3621-4575;;;;E000188A@EDUCACAO.SP.GOV.BR;;e000188a@educacao.sp.gov.br;01
NORTE 1;42;JARAGUA;1;08;35000243;ISABEL VIEIRA DE SERPA E PAIVA PROFESSORA;Isabel Vieira De Serpa E Paiva Professora;AV JERIMANDUBA;561;;JARAGUA;05181;000;05181-000;;;011;39411734;+55 11 3941-1734;39437468;+55 11 3943-7468;;E000243A@EDUCACAO.SP.GOV.BR;;e000243a@educacao.sp.gov.br;04
NORTE 1;61;PERUS;1;08;35036959;MANUEL BANDEIRA;Manuel Bandeira;R JULIO CESAR LEAL;15;;VILA PERUS;05208;000;05208-000;;;011;39170708;+55 11 3917-0708;39156911;+55 11 3915-6911;;E036959A@EDUCACAO.SP.GOV.BR;;e036959a@educacao.sp.gov.br;01
NORTE 1;63;PIRITUBA;1;08;35000224;CANDIDO GONCALVES GOMIDE PROFESSOR;Candido Goncalves Gomide Professor;R AVELINO ZANETTI;50;;JARDIM CIDADE PIRITUBA;02945;100;02945-100;;;011;39747114;+55 11 3974-7114;39716978;+55 11 3971-6978;;E000224A@EDUCACAO.SP.GOV.BR;;e000224a@educacao.sp.gov.br;04
NORTE 1;63;PIRITUBA;1;08;35000267;ERMANO MARCHETTI;Ermano Marchetti;R PEDRO MARIGLIANI;192;;CHACARA INGLESA;05141;010;05141-010;;;011;39046132;+55 11 3904-6132;39016989;+55 11 3901-6989;;E000267A@EDUCACAO.SP.GOV.BR;;e000267a@educacao.sp.gov.br;05
NORTE 1;63;PIRITUBA;1;08;35000413;JOAQUIM SILVADO DOUTOR;Joaquim Silvado Doutor;RUA MONSENHOR MANOEL GOMES;306;;VILA ZAT;02975;120;02975-120;;;011;39756997;+55 11 3975-6997;39922729;+55 11 3992-2729;;E000413A@EDUCACAO.SP.GOV.BR;;e000413a@educacao.sp.gov.br;04
NORTE 1;63;PIRITUBA;1;08;35037709;CARLOS FREDERICO WERNECK LACERDA JORNALISTA;Carlos Frederico Werneck Lacerda Jornalista;R CONCEICAO DO NORTE;906;;VILA ZAT;02976;200;02976-200;;;011;39747029;+55 11 3974-7029;39719167;+55 11 3971-9167;;E037709A@EDUCACAO.SP.GOV.BR;;e037709a@educacao.sp.gov.br;04
NORTE 1;95;SAO DOMINGOS;1;08;35037643;ANTONIO CARLOS FERREIRA NOBRE PROFESSOR;Antonio Carlos Ferreira Nobre Professor;R AGOSTINHO DOS SANTOS;235;;PARQUE SAO DOMINGOS;05125;050;05125-050;;;011;38348758;+55 11 3834-8758;38319345;+55 11 3831-9345;;E037643A@EDUCACAO.SP.GOV.BR;;e037643a@educacao.sp.gov.br;03
CENTRO;21;CASA VERDE;1;08;35000516;JOSE CARLOS DIAS PROFESSOR;Jose Carlos Dias Professor;RUA VICHY;488;;VILA BARUEL;02522;100;02522-100;;;011;39511466;+55 11 3951-1466;39667028;+55 11 3966-7028;;E000516A@EDUCACAO.SP.GOV.BR;;e000516a@educacao.sp.gov.br;04
CENTRO;26;CONSOLACAO;1;08;35003852;CAETANO DE CAMPOS (CONSOLACAO);Caetano De Campos (Consolacao);RUA JOAO GUIMARAES ROSA;111;;CONSOLACAO;01303;030;01303-030;;;011;32595206;+55 11 3259-5206;32595312;+55 11 3259-5312;32595312;E003852A@EDUCACAO.SP.GOV.BR;+55 11 3259-5312;e003852a@educacao.sp.gov.br;01
CENTRO;70;SANTANA;1;08;35000929;ANTONIO VIEIRA PADRE;Antonio Vieira Padre;AVENIDA CRUZEIRO DO SUL;3301;;SANTANA;02031;200;02031-200;;;011;29795862;+55 11 2979-5862;29506476;+55 11 2950-6476;;E000929A@EDUCACAO.SP.GOV.BR;;e000929a@educacao.sp.gov.br;01
CENTRO;70;SANTANA;1;08;35000942;BUENOS AIRES;Buenos Aires;RUA DOUTOR OLAVO EGIDIO;1008;;SANTANA;02037;001;02037-001;;;011;29764710;+55 11 2976-4710;29778335;+55 11 2977-8335;29778335;E000942A@EDUCACAO.SP.GOV.BR;+55 11 2977-8335;e000942a@educacao.sp.gov.br;07
CENTRO;86;VILA GUILHERME;1;08;35000681;TOLEDO BARBOSA;Toledo Barbosa;RUA MARIA CANDIDA;293;;VILA GUILHERME;02071;010;02071-010;;;011;29096146;+55 11 2909-6146;29093684;+55 11 2909-3684;29093684;E000681A@EDUCACAO.SP.GOV.BR;+55 11 2909-3684;e000681a@educacao.sp.gov.br;02
NORTE 2;13;CACHOEIRINHA;1;08;35000814;RAQUEL ASSIS BARREIROS PROFA;Raquel Assis Barreiros Profa;AV GENERAL PENHA BRASIL;1255;;VILA NOVA CACHOEIRINHA;02673;000;02673-000;;;011;38512417;+55 11 3851-2417;39821509;+55 11 3982-1509;39854483;E000814A@EDUCACAO.SP.GOV.BR;+55 11 3985-4483;e000814a@educacao.sp.gov.br;01
NORTE 2;13;CACHOEIRINHA;1;08;35037382;ELZA SARAIVA MONTEIRO PROFA;Elza Saraiva Monteiro Profa;AVENIDA MARIANA CALIGIORI RONCHETTI;1200;;JARDIM PERI;02650;000;02650-000;;;011;22584505;+55 11 2258-4505;22580161;+55 11 2258-0161;22583744;E037382A@EDUCACAO.SP.GOV.BR;+55 11 2258-3744;e037382a@educacao.sp.gov.br;02
NORTE 2;13;CACHOEIRINHA;1;08;35048604;PAULO LEIVAS MACALAO PASTOR;Paulo Leivas Macalao Pastor;R ALTO SUCURIU;327;;JARDIM PERI;02679;000;02679-000;;;011;39858663;+55 11 3985-8663;38513395;+55 11 3851-3395;;E048604A@EDUCACAO.SP.GOV.BR;;e048604a@educacao.sp.gov.br;02
NORTE 2;51;MANDAQUI;1;08;35000875;CASTRO ALVES;Castro Alves;R FRANCISCO BRUNO;67;;VILA MARIZA MAZZEI;02432;070;02432-070;;;011;22566093;+55 11 2256-6093;22390102;+55 11 2239-0102;22368460;E000875A@EDUCACAO.SP.GOV.BR;+55 11 2236-8460;e000875a@educacao.sp.gov.br;03
NORTE 2;81;TREMEMBE;1;08;35915661;EUNICE TEREZINHA DE OLIVEIRA FRAGOAS PROFA;Eunice Terezinha De Oliveira Fragoas Profa;AV ANTONELO DA MESSINA;222;;SITIO DO PIQUERI;02318;000;02318-000;;;011;22437685;+55 11 2243-7685;22435217;+55 11 2243-5217;22437685;E915661A@EDUCACAO.SP.GOV.BR;+55 11 2243-7685;e915661a@educacao.sp.gov.br;05
NORTE 2;92;VILA MEDEIROS;1;08;35039226;LUIZ LAZARO ZAMENHOF DR;Luiz Lazaro Zamenhof Dr;R EURICO SODRE;944;;VILA MEDEIROS;02215;010;02215-010;;;011;22019517;+55 11 2201-9517;22015018;+55 11 2201-5018;22015018;E039226A@EDUCACAO.SP.GOV.BR;+55 11 2201-5018;e039226a@educacao.sp.gov.br;03
NORTE 2;92;VILA MEDEIROS;1;08;35048021;PROVINCIA DE NAGASAKI;Provincia De Nagasaki;R DORANDIA;158;;JARDIM BRASIL (ZONA NORTE);02234;080;02234-080;;;011;22428366;+55 11 2242-8366;22425745;+55 11 2242-5745;;E048021A@EDUCACAO.SP.GOV.BR;;e048021a@educacao.sp.gov.br;01
LESTE 5;01;AGUA RASA;1;08;35001399;PAULO MONTE SERRAT PROFESSOR;Paulo Monte Serrat Professor;R TORIBA;141;;VILA CANERO;03191;130;03191-130;;;011;29657796;+55 11 2965-7796;29656609;+55 11 2965-6609;29657796;E001399A@EDUCACAO.SP.GOV.BR;+55 11 2965-7796;e001399a@educacao.sp.gov.br;02
LESTE 5;04;ARICANDUVA;1;08;35002069;ARACY LEME DA VEIGA RAVACHE PROFESSORA;Aracy Leme Da Veiga Ravache Professora;PC CANDIDO MENDES DE ALMEIDA;184;;JARDIM NOVO CARRAO;03908;290;03908-290;;;011;27213065;+55 11 2721-3065;27212983;+55 11 2721-2983;27213065;E002069A@EDUCACAO.SP.GOV.BR;+55 11 2721-3065;e002069a@educacao.sp.gov.br;04
LESTE 5;08;BELEM;1;03;35980018;CEEJA CLARA MANTELLI DONA;Ceeja Clara Mantelli Dona;AV ALCANTARA MACHADO;4188;;QUARTA PARADA;03302;000;03302-000;;;011;;;26057553;+55 11 2605-7553;;E980018A@EDUCACAO.SP.GOV.BR;;e980018a@educacao.sp.gov.br;02
LESTE 5;08;BELEM;1;08;35001582;DOMINGOS FAUSTINO SARMIENTO;Domingos Faustino Sarmiento;R 21 DE ABRIL;970;;BELENZINHO;03047;000;03047-000;;;011;26945287;+55 11 2694-5287;;;26944081;E001582A@EDUCACAO.SP.GOV.BR;+55 11 2694-4081;e001582a@educacao.sp.gov.br;01
LESTE 5;20;CARRAO;1;08;35002159;PEDRO ARBUES CORONEL;Pedro Arbues Coronel;R LUCINDA GOMES BARRETO;605;;VILA NOVA MANCHESTER;03440;040;03440-040;;;011;20970842;+55 11 2097-0842;22934898;+55 11 2293-4898;20970842;E002159A@EDUCACAO.SP.GOV.BR;+55 11 2097-0842;e002159a@educacao.sp.gov.br;01
LESTE 5;20;CARRAO;1;08;35002161;SALVADOR ROCCO PROFESSOR;Salvador Rocco Professor;R RENATO RINALDI;31;;VILA CARRAO;03426;000;03426-000;;;011;22963657;+55 11 2296-3657;;;20970607;E002161A@EDUCACAO.SP.GOV.BR;+55 11 2097-0607;e002161a@educacao.sp.gov.br;02
LESTE 5;20;CARRAO;1;08;35039111;JAIME CORTESAO;Jaime Cortesao;R JORGE WASHINGTON;53;;VILA CARRAO;03437;080;03437-080;;;011;27817364;+55 11 2781-7364;;;27817600;E039111A@EDUCACAO.SP.GOV.BR;+55 11 2781-7600;e039111a@educacao.sp.gov.br;03
LESTE 5;72;SAO LUCAS;1;08;35001776;SECUNDINO DOMINGUES FILHO DOUTOR;Secundino Domingues Filho Doutor;R SECUNDINO DOMINGUES;136;;JARDIM INDEPENDENCIA;03223;110;03223-110;;;011;22118049;+55 11 2211-8049;22119297;+55 11 2211-9297;22118049;E001776A@EDUCACAO.SP.GOV.BR;+55 11 2211-8049;e001776a@educacao.sp.gov.br;02
LESTE 5;72;SAO LUCAS;1;08;35001922;JULIETA NOGUEIRA RINALDI PROFESSORA;Julieta Nogueira Rinaldi Professora;R IELMO MARINHO;940;;PARQUE INDEPENDENCIA;03236;030;03236-030;;;011;29122405;+55 11 2912-2405;20846417;+55 11 2084-6417;29122405;E001922A@EDUCACAO.SP.GOV.BR;+55 11 2912-2405;e001922a@educacao.sp.gov.br;02
LESTE 5;80;TATUAPE;1;08;35002264;OSWALDO CATALANO;Oswaldo Catalano;R FILIPE CAMARAO;350;;TATUAPE;03065;000;03065-000;;;011;20925451;+55 11 2092-5451;;;20922636;E002264A@EDUCACAO.SP.GOV.BR;+55 11 2092-2636;e002264a@educacao.sp.gov.br;01
LESTE 5;85;VILA FORMOSA;1;08;35002082;BLANCA ZWICKER SIMOES PROFESSORA;Blanca Zwicker Simoes Professora;R INSPETOR MARIO TEIXEIRA;41;;JARDIM ANALIA FRANCO;03335;100;03335-100;;;011;;;26711702;+55 11 2671-1702;26712188;E002082A@EDUCACAO.SP.GOV.BR;+55 11 2671-2188;e002082a@educacao.sp.gov.br;01
LESTE 5;85;VILA FORMOSA;1;08;35037369;CESAR MARENGO;Cesar Marengo;R JOAQUIM PEIXOTO;108;;CHACARA BELENZINHO;03382;167;03382-167;;;011;23012284;+55 11 2301-2284;;;22167328;E037369A@EDUCACAO.SP.GOV.BR;+55 11 2216-7328;e037369a@educacao.sp.gov.br;05
LESTE 5;89;VILA MARIA;1;06;35985685;CEL JTO A EE PAULO EGYDIO O CARVALHO SENADOR;Cel Jto A Ee Paulo Egydio O Carvalho Senador;R ARARITAGUABA;1264;;VILA MARIA;02122;011;02122-011;;;011;29544757;+55 11 2954-4757;;;;E000673A@EDUCACAO.SP.GOV.BR;;e000673a@educacao.sp.gov.br;02
LESTE 5;89;VILA MARIA;2;34;35414323;CENTRO DE ATEND SOCIOEDUC AO ADOLESC PAULISTA UI;Centro De Atend Socioeduc Ao Adolesc Paulista Ui;AV MORVAN DIAS DE FIGUEIREDO;4215;;VILA MARIA;02170;000;02170-000;;;011;26312333;+55 11 2631-2333;26316349;+55 11 2631-6349;;SECESCOLARDRM5@CASA.SP.GOV.BR;;secescolardrm5@casa.sp.gov.br;01
LESTE 1;18;CANGAIBA;1;08;35002793;REPUBLICA DO URUGUAI;Republica Do Uruguai;R ANTONIO ROBERTO DE ALMEIDA;149;;ENGENHEIRO GOULART;03726;110;03726-110;;;011;26216075;+55 11 2621-6075;26219958;+55 11 2621-9958;;E002793A@EDUCACAO.SP.GOV.BR;;e002793a@educacao.sp.gov.br;04
LESTE 1;28;ERMELINO MATARAZZO;1;06;35985065;CEL JTO A EE ERMELINO MATARAZZO;Cel Jto A Ee Ermelino Matarazzo;R ABEL TAVARES;SN;;JARDIM BELEM;03810;110;03810-110;;;011;25465969;+55 11 2546-5969;29433500;+55 11 2943-3500;;E985065A@EDUCACAO.SP.GOV.BR;;e985065a@educacao.sp.gov.br;04
LESTE 1;28;ERMELINO MATARAZZO;1;08;35002756;EUNICE LAUREANO DA SILVA PROFESSORA;Eunice Laureano Da Silva Professora;PC FLORINDO ANTONIO BARATELLA;12;;PARQUE BOTURUSSU;03804;065;03804-065;;;011;25465999;+55 11 2546-5999;29435900;+55 11 2943-5900;;E002756A@EDUCACAO.SP.GOV.BR;;e002756a@educacao.sp.gov.br;03
LESTE 1;28;ERMELINO MATARAZZO;1;08;35002773;BENEDITA DE REZENDE PROFESSORA;Benedita De Rezende Professora;AV DOUTOR ASSIS RIBEIRO;8402;;JARDIM PIRATININGA;03827;000;03827-000;;;011;25465998;+55 11 2546-5998;;;29432575;E002773A@EDUCACAO.SP.GOV.BR;+55 11 2943-2575;e002773a@educacao.sp.gov.br;02
LESTE 1;28;ERMELINO MATARAZZO;1;08;35036766;FRANCISCO MESQUITA JORNALISTA;Francisco Mesquita Jornalista;R WENCESLAU GUIMARAES;5;;PARQUE CISPER;03823;000;03823-000;;;011;25467448;+55 11 2546-7448;29430800;+55 11 2943-0800;;E036766A@EDUCACAO.SP.GOV.BR;;e036766a@educacao.sp.gov.br;02
LESTE 1;37;ITAQUERA;1;08;35003293;THALES CASTANHO DE ANDRADE PROFESSOR;Thales Castanho De Andrade Professor;R FONTOURA XAVIER;851;;ITAQUERA;08295;300;08295-300;;;011;20714081;+55 11 2071-4081;22056637;+55 11 2205-6637;;E003293A@EDUCACAO.SP.GOV.BR;;e003293a@educacao.sp.gov.br;02
LESTE 1;37;ITAQUERA;1;08;35902585;ELYSEU SIMOES MACHADO PROFESSOR;Elyseu Simoes Machado Professor;R ACAUA;225;;CIDADE ANTONIO ESTEVAO DE CARVALHO;08223;250;08223-250;;;011;22805714;+55 11 2280-5714;20463018;+55 11 2046-3018;;E902585A@EDUCACAO.SP.GOV.BR;;e902585a@educacao.sp.gov.br;07
LESTE 1;37;ITAQUERA;1;08;35902846;SAID MURAD;Said Murad;R PINHEIRO DO PARANA;177;;PARQUE GUARANI;08235;590;08235-590;;;011;20540666;+55 11 2054-0666;;;;E902846A@EDUCACAO.SP.GOV.BR;;e902846a@educacao.sp.gov.br;07
LESTE 1;59;PENHA;1;08;35002380;SANTOS DUMONT;Santos Dumont;PC OITO DE SETEMBRO;73;;PENHA DE FRANCA;03606;030;03606-030;;;011;26470843;+55 11 2647-0843;26472973;+55 11 2647-2973;;E002380A@EDUCACAO.SP.GOV.BR;;e002380a@educacao.sp.gov.br;01
